index,idx,img,filename,img,text,status,lean,Unnamed: 5,Unnamed: 6,url,likely_true,favors_r,benefits_r,important,funny,surprising,reputation_overall,reputation_partyloyalty,reputation_engage,likely_share,real,num_person,biden,trump,valence,arousal,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
106,107,IM_ezzm2xLtG0ozUQl,r_johns hopkins owned slaves records show.jpg,,"johns hopkins, long believed by university to be abolitionist, owned slaves, records show",new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_johns hopkins owned slaves records show.jpg,0.8721498893,-0.1718638701,-0.1427236903,-0.6539619544,-0.6840064041,-0.07153313329,0.5222982062,0.09535227004,-0.3772921868,-0.5329246119,0.5,0,0,0,0,0,13,97.95,50,17.46,25.77,13,38.46,61.54,23.08,0,0,0,0,0,0,0,0,0,15.38,7.69,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,7.69,7.69,0,7.69,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,23.08,0,23.08,0,0,0,0,0,0,0,0,0
107,108,IM_55Ti1WZt2fPjCzH,r_justice dept sues alabama over prison conditions.jpg,,justice department sues alabama over prison conditions,new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_justice dept sues alabama over prison conditions.jpg,1.111036627,-0.4526773113,-0.620248315,0.5304272917,-0.8073303326,-0.3001628876,1.316334761,0.6237880729,0.3605586329,1.263012089,0.5,2,0,0,-1,1,7,99,50,13.15,25.77,7,57.14,57.14,14.29,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,0,0,42.86,0,0,0,0,0,14.29,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,109,IM_1S1dVkUq5iFViwB,r_limbaugh gets medal of freedom.png,,rush limbaugh awarded presidential medal of freedom at state of the union,old pre-test recycle,R-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_limbaugh gets medal of freedom.png,1.572009276,1.262694732,1.248293387,-1.018886571,-0.2721388588,-0.5021304234,0.1847420388,0.7073653508,-0.401877601,-1.494383249,0.5,5,0,0,1,0,12,99,50,23.51,99,12,33.33,83.33,33.33,0,0,0,0,0,0,0,0,8.33,25,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,8.33,16.67,8.33,8.33,0,0,0,0,16.67,8.33,8.33,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,110,IM_bpc095OwLePoAcd,r_man lights joint in court to protest.png,,tennessee man lights joint in court to plead for marijuana legalization,new since november,Neutral,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_man lights joint in court to protest.png,0.5425649457,-0.3570018927,-0.3317447068,-1.673788566,2.454308272,-0.2280198194,-0.3654663703,-0.8102943055,-0.1786532148,0.393332233,0.5,1,0,0,1,0,11,99,81.84,2.4,25.77,11,27.27,72.73,27.27,0,0,0,0,0,0,0,0,0,27.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,9.09,0,9.09,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,111,IM_aXgzBfceBY9gOi1,r_mckinsey apologizes for helping purdue.jpg,,mckinsey apologizes for helping purdue pharma 'turbocharge' opiod sales,new since november,Neutral,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_mckinsey apologizes for helping purdue.jpg,0.6272439586,-0.1197643976,-0.15803676,0.318379181,-0.6492615984,-0.2398201507,0.5869347794,-0.2410462911,-1.306768675,-0.5651311562,0.5,0,0,0,0,0,9,98.87,98.62,1,99,9,44.44,44.44,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,22.22,0,0
111,112,IM_b8IA0pqrKSkcHWt,r_media praise xavier becerra partisan warrior.jpg,,"media praise xavier becerra, a partisan warrior who constantly sued trump",new since november,R-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_media praise xavier becerra partisan warrior.jpg,0.5440297676,-1.149321021,-1.342969087,-1.032527133,-0.2927386816,-1.507168481,0.07833651694,0.0537788371,-0.7222702496,-1.199345709,0.5,1,0,0,0,0,11,80.14,96.52,2.4,99,11,36.36,36.36,27.27,9.09,0,0,0,0,0,0,9.09,9.09,0,0,9.09,0,0,0,0,0,9.09,0,0,9.09,9.09,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0
112,113,IM_3rVFf0e0hLZktAV,r_melania trump just wants to go home.jpg,,melania trump 'just wants to go home',new since november,Neutral,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_melania trump just wants to go home.jpg,0.7814704339,-1.165347703,-1.081304557,-1.755166921,0.3207551998,-1.575150839,0.9693870745,0.6344204274,0.2434097005,-1.252822305,0.5,1,0,0,-1,0,7,93.26,50,1,25.77,7,14.29,71.43,28.57,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,14.29,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0,28.57,0,0
113,114,IM_b8U0yLWaKDJ8zWJ,r_michigan gop sidelines democrat for her unacceptable response.jpg,,michigan gop sidelines democrat for her 'unacceptable' response to lynching threats,new since november,R-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_michigan gop sidelines democrat for her unacceptable response.jpg,0.2317050726,0.5852172885,0.7472774611,-0.08967593884,-0.7688992907,0.04813026111,-0.1554628061,0.5206357896,-0.5905538384,-0.5761767004,0.5,0,0,0,0,0,11,98.34,81.84,1,1,11,63.64,63.64,27.27,9.09,9.09,0,0,0,9.09,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,18.18,0,18.18,9.09,9.09,0,9.09,0,0,9.09,0,18.18,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,18.18,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,18.18,0,0
114,115,IM_0vQFVonU2B2iDEV,r_militia group leader guilty of pipe bimb attack.jpg,,militia group leader guilty of minnesota mosque pipe bimb attack,new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_militia group leader guilty of pipe bimb attack.jpg,1.070029349,-0.674003351,-0.6915812539,0.7004606163,-0.8966174901,-0.9395208806,0.1031550711,-0.01227257774,-1.32794781,-0.1901295121,0.5,1,0,0,-1,0,10,98.58,97.69,1,1,10,20,60,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,10,20,0,20,10,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,10,20,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,116,IM_3ltlpR0bWYZnzZb,r_montana republican says socialists should be shot.png,,"montana republican refuses to quit over call for socialists to be ""jailed or shot""",old pre-test recycle,R-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_montana republican says socialists should be shot.png,0.1215483039,-0.6565790886,-0.6532470937,0.5106617711,-0.5412195887,0.1108887835,0.4515438659,1.676309137,0.9451927438,0.7487526586,0.5,1,0,1,0,0,14,99,76.25,13.15,25.77,14,28.57,64.29,42.86,0,0,0,0,0,0,0,0,0,28.57,7.14,0,7.14,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,7.14,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,21.43,0,7.14,14.29,0,0,0,7.14,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,14.29,0,0,0
116,117,IM_0BqoQww3IuRzgYR,r_most companies expect little benefit from china deal.png,,most companies expect little to no benefit from china deal,old pre-test recycle,Neutral,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_most companies expect little benefit from china deal.png,0.6495148679,-0.09383898351,-0.03526534139,0.04560914238,-0.7009775869,-1.228172161,-0.230493027,-0.1821760546,-1.846511622,-0.690912269,0.5,0,0,0,0,0,10,98.58,15.86,1,99,10,20,80,30,0,0,0,0,0,0,0,0,0,20,0,0,0,10,0,10,10,0,0,10,10,10,0,0,0,0,0,0,0,0,0,20,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,118,IM_9uUHPIvUry9R5mB,r_newsmax plans expansion to capitalize on anger at fox news.jpg,,"newsmax plans expansion to capitalize on trump support, anger at fox news",new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_newsmax plans expansion to capitalize on anger at fox news.jpg,1.247125352,1.065550974,0.8607368736,-0.4057083832,-0.5383130393,-1.22211534,0.6093013347,1.384328863,0.2661382665,-0.1244326649,0.5,1,0,1,0,0,12,99,50,23.51,25.77,12,33.33,50,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,8.33,0,0,0,0,0,16.67,8.33,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,8.33,0,0,0,0,8.33,8.33,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0
118,119,IM_eR2Y43F93JdpHDL,r_oregon eviction protest fueld by history of gentrification.jpg,,oregon eviction protest fueled by history of gentrification,new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_oregon eviction protest fueld by history of gentrification.jpg,0.9831212507,-0.8688540728,-0.8195780806,-0.0684155744,-0.6494350779,-0.9539354972,1.23035549,0.2173817744,-0.06763787826,0.05342418027,0.5,0,0,0,0,0,8,99,50,7.84,1,8,50,50,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,120,IM_3TRXHFx4BS1J4Il,r_poll just a quarter of republicans accept election.jpg,,poll: just a quarter of republicans accept election outcome,new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_poll just a quarter of republicans accept election.jpg,1.411129256,0.08904842645,0.2667893172,0.4232690285,-0.494682193,-0.9734981911,1.444148846,2.62544276,1.890970168,0.6910384761,0.5,3,0,0,1,0,9,98.87,50,4.97,99,9,44.44,66.67,33.33,0,0,0,0,0,0,0,0,11.11,11.11,0,11.11,0,0,11.11,0,0,0,11.11,0,11.11,11.11,0,0,0,0,0,0,0,0,0,22.22,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0
120,121,IM_8JuQNx5Qq5CXYaN,r_priest says abortion is worse than pedophilia.png,,"priest in rhode island says abortion is worse than pedophilia, which ""doesn't kill anyone""",old pre-test recycle,R-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_priest says abortion is worse than pedophilia.png,0.1213764628,-0.0653282526,-0.1238248415,0.1394881003,-0.8145801446,1.033099157,-1.463552317,-1.514025778,-0.0651892356,-0.3371973995,0.5,1,0,0,0,0,14,48.63,50,13.15,1,14,14.29,78.57,42.86,14.29,0,0,0,0,0,0,14.29,0,14.29,14.29,0,0,7.14,21.43,14.29,14.29,7.14,0,0,14.29,0,14.29,0,7.14,0,14.29,0,0,0,0,14.29,0,0,0,7.14,0,7.14,7.14,0,7.14,0,7.14,0,7.14,7.14,0,14.29,0,0,7.14,0,7.14,0,28.57,0,7.14,0,7.14,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,28.57,0,7.14,0,0,0,0,0,14.29,7.14,0,0
121,122,IM_cBITMBtLMmUrr8N,r_prolife dems says abortion is against dem values.png,,pro-life democrat says party's stance on abortion is inconsistent with democrat values,old pre-test recycle,R-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_prolife dems says abortion is against dem values.png,0.3108587791,1.14536177,1.090481031,-0.1813543415,-0.5531213307,0.4696543023,0.6249087662,0.4590849234,0.9463832361,0.7919249851,0.5,1,0,0,0,0,13,97.95,93.79,1.4,99,13,30.77,61.54,23.08,0,0,0,0,0,0,0,0,0,15.38,7.69,0,0,0,15.38,0,0,0,0,0,15.38,15.38,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,15.38,0,15.38,7.69,0,7.69,7.69,0,0,0,0,0,15.38,0,7.69,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,7.69,0,7.69,0,0
122,123,IM_41POCn9VKLWyQa9,r_rats besiege new york chipotle.jpg,,"rats besiege new york chipotle, eating avocados and attacking staff",new since november,Neutral,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_rats besiege new york chipotle.jpg,0.1995918443,0.1299701548,0.07985377419,-1.172392899,1.728232925,0.1579827829,-0.3085163274,-1.891460952,-0.3095381016,0.3347893067,0.5,0,0,0,0,1,10,78.3,50,3.37,1,10,40,50,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,20,0,0,20,0,0,0,0,0,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0
123,124,IM_6yatSmphNLAnM7r,r_rep omar squad members have a to do list for biden.jpg,,"rep. omar, 'the squad' members have a to-do list for biden",new since november,R-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_rep omar squad members have a to do list for biden.jpg,1.526984634,-1.299777122,-1.027173217,-0.2553714541,-0.5034480287,-1.985090578,0.9554362396,0.9836167896,-0.03470477874,0.2537613088,0.5,1,0,0,0,0,12,99,95.2,1,25.77,6,8.33,66.67,50,0,0,0,0,0,0,0,0,16.67,16.67,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,8.33,8.33,0,0,0,0,8.33,0,16.67,0,0
124,125,IM_3OYXBoJOpm3Lnut,r_report questions effectiveness of active shooter drills.png,,report questions effectiveness of active shooter drills in schools,old pre-test recycle,Neutral,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_report questions effectiveness of active shooter drills.png,1.143003763,-0.1343481788,-0.1629973133,0.7199634063,-0.8660127726,-0.3522903824,0.973720135,0.5114692357,0.6158868594,2.044791053,0.5,5,0,0,0,0,9,99,50,98.01,99,9,44.44,77.78,22.22,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,11.11,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,22.22,22.22,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,126,IM_e3AnWkuqNxJh5ad,r_reps suggest planting trillion tree to fix climate.png,,plant a trillion trees: republicans offer fossil-friendly climate fix,old pre-test recycle,Neutral,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_reps suggest planting trillion tree to fix climate.png,-0.2547478056,1.179387718,1.282237789,0.2849320239,-0.2754381898,0.6095304958,1.579898136,0.338307372,0.5456234631,0.8633307395,0.5,0,0,0,0,0,10,98.58,97.69,1,25.77,10,40,40,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,0,10,0,0,0,0
126,127,IM_8qcUcihcn9uCl9z,r_school principal sues over dismissal.jpg,,school principal sues over dismissal for sharing conservative memes on facebook,new since november,R-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_school principal sues over dismissal.jpg,1.461446085,0.6988594536,0.8463448546,-0.02096612637,-0.3076557946,-0.9512371946,1.539558068,1.785329219,1.270720539,2.159908204,0.5,1,0,0,0,0,11,99,96.52,31.94,99,11,45.45,63.64,27.27,0,0,0,0,0,0,0,0,0,27.27,0,0,0,0,9.09,0,0,0,0,0,9.09,9.09,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.36,18.18,0,18.18,0,0,0,0,0,18.18,0,18.18,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,128,IM_eQjjQikRwpck45L,r_soccer players walk out of match in paris after racist remark.jpg,,soccer players walk out of match in paris after referee accused of making racist remark,new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_soccer players walk out of match in paris after racist remark.jpg,1.246493282,-0.6818761074,-0.6961140786,-0.3652762959,-0.7400106504,-0.8676112288,0.9311117069,-0.4966761626,0.08834065903,0.3520308646,0.5,8,0,0,0,0,15,99,50,98.01,25.77,15,20,66.67,33.33,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,13.33,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,6.67,6.67,0,0,0,0,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,26.67,6.67,13.33,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,129,IM_8lcjFTnAdHtg9aR,r_solid earnings stock indexes wall street.png,,solid earnings send stock indexes higher on wall street,old pre-test recycle,Neutral,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_solid earnings stock indexes wall street.png,1.395812545,0.3600543158,0.3246671723,0.1710363308,-0.7165414034,-1.378212639,1.5688004,0.4445108103,-1.117930354,0.02803912693,0.5,5,0,0,0,0,9,98.87,86.68,99,25.77,9,22.22,77.78,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,11.11,11.11,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,11.11,11.11,0,0,11.11,0,55.56,11.11,44.44,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,130,IM_cU2TtTCggsrXuxD,r_spree of federal executions unprecedented during lame duck period.jpg,,"""a blood lust"" : spree of federal executions unprecedented during lame-duck period is unprecedented",new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_spree of federal executions unprecedented during lame duck period.jpg,0.2428696716,-0.5364876335,-0.6839168371,0.2435463076,-0.7412689622,0.04211643233,0.4746690055,0.3006765722,0.02714518865,0.8717151517,0.5,2,0,0,0,1,14,99,50,13.15,1,14,28.57,64.29,28.57,0,0,0,0,0,0,0,0,7.14,14.29,7.14,0,0,0,7.14,0,0,0,0,0,7.14,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,7.14,0,7.14,0,0,0,0,0,0,0,0,7.14,0,14.29,0,0,14.29,0,0,0,0,0,7.14,0,0,0,0,0,0,28.57,0,0,7.14,0,0,0,7.14,14.29,0,0,0
130,131,IM_bkHZ7cz7KhnAv5j,r_stealing to survive more americans are shoplifting as food aid runs out.jpg,,stealing to survive: more americans are shoplifting food as aid runs out during the pandemic,new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_stealing to survive more americans are shoplifting as food aid runs out.jpg,1.067459485,-0.5463170826,-0.7043952007,0.8780041189,-0.6583855357,-0.6046016773,0.5531424519,-0.001821404509,0.5304124828,2.776664134,0.5,0,0,0,0,0,15,99,50,43.37,1,15,33.33,73.33,40,0,0,0,0,0,0,0,0,6.67,26.67,6.67,0,6.67,0,13.33,13.33,13.33,0,0,6.67,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,6.67,13.33,0,6.67,0,6.67,0,0,13.33,0,20,6.67,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0
131,132,IM_cCnXsZt5ZsWPJRz,r_swalwell china record under scrutiny after spy story.jpg,,"swalwell china record under scrutiny after spy story: opposed trump, but pledged to ""hold china...""",new since november,R-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_swalwell china record under scrutiny after spy story.jpg,0.6670748132,0.4325125658,0.4711928907,0.3560201027,-0.5649794766,-0.6886281054,0.2880855313,0.4388199661,-0.443896309,0.3947899283,0.5,1,0,0,0,0,15,99,50,43.37,25.77,15,26.67,40,26.67,0,0,0,0,0,0,0,0,0,20,0,0,6.67,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,6.67,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,13.33,0,0,13.33,0,0,0,0,0,13.33,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,46.67,20,6.67,6.67,0,0,0,0,13.33,0,0,0
132,133,IM_0iF68UElwpSR5UV,r_tensions rise over masks as virus grips smaller us cities.jpg,,tensions rise over masks as virus grips smaller us cities,new since november,Neutral,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_tensions rise over masks as virus grips smaller us cities.jpg,1.832702688,-0.1202974599,-0.03156830897,0.3887317959,-0.5562743452,-1.693270412,0.9436501894,0.9910400529,0.9093958729,1.252115857,0.5,50,0,0,0,1,10,93.26,97.69,93.3,1,10,20,70,30,10,10,0,10,0,0,0,0,0,20,0,0,10,0,0,20,20,0,0,0,10,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,30,10,0,20,0,0,0,0,0,30,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,134,IM_eeuA9ttY7DlDBml,r_trump supporters become more threatening.jpg,,"as trump rails against loss, his supporters become more threatening",new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_trump supporters become more threatening.jpg,1.494210953,-1.494856301,-1.60173759,0.8554506892,-0.7507817996,-1.369447116,1.219707979,1.944187052,2.013147642,1.176114637,0.5,3,0,1,0,0,10,78.3,50,3.37,1,10,30,80,40,10,10,0,0,0,10,0,0,0,20,10,0,10,0,10,20,20,0,0,10,30,10,20,10,10,10,10,0,0,0,10,20,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,20,0,10,10,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0
134,135,IM_8kcytdhTb6zgbvn,r_trump touts a false narrative.jpg,,trump touts a false narrative - and forces allies to come along for the lie,new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_trump touts a false narrative.jpg,0.6126413054,-1.825557995,-1.728493965,0.137633323,-0.3125306682,-1.268387688,0.9374909348,0.9027857011,0.4705941832,-0.529064993,0.5,1,0,1,1,0,14,99,50,1.06,25.77,14,7.14,64.29,42.86,0,0,0,0,0,0,0,0,14.29,21.43,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,7.14,0,7.14,0,0,0,7.14,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,7.14,0,0,0,0
